Timestamp,Reward Name,Reward Type,Rarity (Star),Wish Count,Pity Count,Whale_id,Banner,Rate-up,Rate-up_1,Rate-up_2
2021-02-02 21:00:10,Debate Club,Weapon,3,118,5,1,7,0,0,0
2021-02-02 21:00:10,Skyrider Sword,Weapon,3,119,6,1,7,0,0,0
2021-02-02 21:00:10,Harbinger of Dawn,Weapon,3,120,7,1,7,0,0,0
2021-02-02 21:01:34,Eye of Perception,Weapon,4,121,8,1,7,1,0,0
2021-02-02 21:01:34,Emerald Orb,Weapon,3,122,9,1,7,0,0,0
2021-02-02 21:01:34,Emerald Orb,Weapon,3,123,10,1,7,0,0,0
2021-02-02 21:01:34,Skyrider Sword,Weapon,3,124,11,1,7,0,0,0
2021-02-02 21:01:34,Bloodtainted Greatsword,Weapon,3,125,12,1,7,0,0,0
2021-02-02 21:01:34,Thrilling Tales of Dragon Slayers,Weapon,3,126,13,1,7,0,0,0
2021-02-02 21:01:34,Razor,Character,4,127,14,1,7,0,0,0
2021-02-02 21:01:34,Thrilling Tales of Dragon Slayers,Weapon,3,128,15,1,7,0,0,0
2021-02-02 21:01:34,Magic Guide,Weapon,3,129,16,1,7,0,0,0
2021-02-02 21:01:34,Raven Bow,Weapon,3,130,17,1,7,0,0,0
2021-02-02 21:01:40,Skyrider Sword,Weapon,3,131,18,1,7,0,0,0
2021-02-02 21:01:40,Slingshot,Weapon,3,132,19,1,7,0,0,0
2021-02-02 21:01:40,Bloodtainted Greatsword,Weapon,3,133,20,1,7,0,0,0
2021-02-02 21:01:40,Black Tassel,Weapon,3,134,21,1,7,0,0,0
2021-02-02 21:01:40,The Flute,Weapon,4,135,22,1,7,1,0,0
2021-02-02 21:01:40,Emerald Orb,Weapon,3,136,23,1,7,0,0,0
2021-02-02 21:01:40,Black Tassel,Weapon,3,137,24,1,7,0,0,0
2021-02-02 21:01:40,Ferrous Shadow,Weapon,3,138,25,1,7,0,0,0
2021-02-02 21:01:40,Thrilling Tales of Dragon Slayers,Weapon,3,139,26,1,7,0,0,0
2021-02-02 21:01:40,Sharpshooter's Oath,Weapon,3,140,27,1,7,0,0,0
2021-02-02 21:01:45,Harbinger of Dawn,Weapon,3,141,28,1,7,0,0,0
2021-02-02 21:01:45,Black Tassel,Weapon,3,142,29,1,7,0,0,0
2021-02-02 21:01:45,Cool Steel,Weapon,3,143,30,1,7,0,0,0
2021-02-02 21:01:45,The Flute,Weapon,4,144,31,1,7,1,0,0
2021-02-02 21:01:45,Bloodtainted Greatsword,Weapon,3,145,32,1,7,0,0,0
2021-02-02 21:01:45,Black Tassel,Weapon,3,146,33,1,7,0,0,0
2021-02-02 21:01:45,Skyrider Sword,Weapon,3,147,34,1,7,0,0,0
2021-02-02 21:01:45,Harbinger of Dawn,Weapon,3,148,35,1,7,0,0,0
2021-02-02 21:01:45,Sucrose,Character,4,149,36,1,7,0,0,0
2021-02-02 21:01:45,Raven Bow,Weapon,3,150,37,1,7,0,0,0
2021-02-02 21:01:55,Slingshot,Weapon,3,151,38,1,7,0,0,0
2021-02-02 21:01:55,Rust,Weapon,4,152,39,1,7,1,0,0
2021-02-02 21:01:55,Raven Bow,Weapon,3,153,40,1,7,0,0,0
2021-02-02 21:01:55,Bloodtainted Greatsword,Weapon,3,154,41,1,7,0,0,0
2021-02-02 21:01:55,Emerald Orb,Weapon,3,155,42,1,7,0,0,0
2021-02-02 21:01:55,Skyrider Sword,Weapon,3,156,43,1,7,0,0,0
2021-02-02 21:01:55,Thrilling Tales of Dragon Slayers,Weapon,3,157,44,1,7,0,0,0
2021-02-02 21:01:55,Debate Club,Weapon,3,158,45,1,7,0,0,0
2021-02-02 21:01:55,Primordial Jade Cutter,Weapon,5,159,46,1,7,1,1,0
2021-02-02 21:01:55,Ferrous Shadow,Weapon,3,160,1,1,7,0,0,0
2021-02-04 13:08:45,Razor,Character,4,161,2,1,7,0,0,0
2021-02-04 13:08:45,Magic Guide,Weapon,3,162,3,1,7,0,0,0
2021-02-04 13:08:45,Debate Club,Weapon,3,163,4,1,7,0,0,0
2021-02-04 13:08:45,Ferrous Shadow,Weapon,3,164,5,1,7,0,0,0
2021-02-04 13:08:45,Wolf's Gravestone,Weapon,5,165,6,1,7,0,0,0
2021-02-04 13:08:45,Bloodtainted Greatsword,Weapon,3,166,1,1,7,0,0,0
2021-02-04 13:08:45,Skyrider Sword,Weapon,3,167,2,1,7,0,0,0
2021-02-04 13:08:45,Cool Steel,Weapon,3,168,3,1,7,0,0,0
2021-02-04 13:08:45,Black Tassel,Weapon,3,169,4,1,7,0,0,0
2021-02-04 13:08:45,Favonius Lance,Weapon,4,170,5,1,7,1,0,0
2021-02-23 18:33:51,Cool Steel,Weapon,3,171,6,1,8,0,0,0
2021-02-23 18:33:51,Dragon's Bane,Weapon,4,172,7,1,8,0,0,0
2021-02-23 18:33:51,Thrilling Tales of Dragon Slayers,Weapon,3,173,8,1,8,0,0,0
2021-02-23 18:33:51,Harbinger of Dawn,Weapon,3,174,9,1,8,0,0,0
2021-02-23 18:33:51,Raven Bow,Weapon,3,175,10,1,8,0,0,0
2021-02-23 18:33:51,Debate Club,Weapon,3,176,11,1,8,0,0,0
2021-02-23 18:33:51,Ferrous Shadow,Weapon,3,177,12,1,8,0,0,0
2021-02-23 18:33:51,Harbinger of Dawn,Weapon,3,178,13,1,8,0,0,0
2021-02-23 18:33:51,Black Tassel,Weapon,3,179,14,1,8,0,0,0
2021-02-23 18:33:51,Sacrificial Bow,Weapon,4,180,15,1,8,1,0,0
2021-02-23 18:34:01,Ferrous Shadow,Weapon,3,181,16,1,8,0,0,0
2021-02-23 18:34:01,Bloodtainted Greatsword,Weapon,3,182,17,1,8,0,0,0
2021-02-23 18:34:01,Emerald Orb,Weapon,3,183,18,1,8,0,0,0
2021-02-23 18:34:01,The Widsith,Weapon,4,184,19,1,8,1,0,0
2021-02-23 18:34:01,Cool Steel,Weapon,3,185,20,1,8,0,0,0
2021-02-23 18:34:01,Magic Guide,Weapon,3,186,21,1,8,0,0,0
2021-02-23 18:34:01,Cool Steel,Weapon,3,187,22,1,8,0,0,0
2021-02-23 18:34:01,Emerald Orb,Weapon,3,188,23,1,8,0,0,0
2021-02-23 18:34:01,Sharpshooter's Oath,Weapon,3,189,24,1,8,0,0,0
2021-02-23 18:34:01,Sharpshooter's Oath,Weapon,3,190,25,1,8,0,0,0
2021-02-23 18:34:07,Slingshot,Weapon,3,191,26,1,8,0,0,0
2021-02-23 18:34:07,Lion's Roar,Weapon,4,192,27,1,8,1,0,0
2021-02-23 18:34:07,Thrilling Tales of Dragon Slayers,Weapon,3,193,28,1,8,0,0,0
2021-02-23 18:34:07,Raven Bow,Weapon,3,194,29,1,8,0,0,0
2021-02-23 18:34:07,Sharpshooter's Oath,Weapon,3,195,30,1,8,0,0,0
2021-02-23 18:34:07,Ferrous Shadow,Weapon,3,196,31,1,8,0,0,0
2021-02-23 18:34:07,Emerald Orb,Weapon,3,197,32,1,8,0,0,0
2021-02-23 18:34:07,The Widsith,Weapon,4,198,33,1,8,1,0,0
2021-02-23 18:34:07,Raven Bow,Weapon,3,199,34,1,8,0,0,0
2021-02-23 18:34:07,The Widsith,Weapon,4,200,35,1,8,1,0,0
2021-02-23 18:34:13,Emerald Orb,Weapon,3,201,36,1,8,0,0,0
2021-02-23 18:34:13,Bloodtainted Greatsword,Weapon,3,202,37,1,8,0,0,0
2021-02-23 18:34:13,Cool Steel,Weapon,3,203,38,1,8,0,0,0
2021-02-23 18:34:13,Ferrous Shadow,Weapon,3,204,39,1,8,0,0,0
2021-02-23 18:34:13,Sharpshooter's Oath,Weapon,3,205,40,1,8,0,0,0
2021-02-23 18:34:13,Slingshot,Weapon,3,206,41,1,8,0,0,0
2021-02-23 18:34:13,Sharpshooter's Oath,Weapon,3,207,42,1,8,0,0,0
2021-02-23 18:34:13,Lion's Roar,Weapon,4,208,43,1,8,1,0,0
2021-02-23 18:34:13,Skyrider Sword,Weapon,3,209,44,1,8,0,0,0
2021-02-23 18:34:13,Magic Guide,Weapon,3,210,45,1,8,0,0,0
2021-02-23 18:34:19,Sharpshooter's Oath,Weapon,3,211,46,1,8,0,0,0
2021-02-23 18:34:19,Raven Bow,Weapon,3,212,47,1,8,0,0,0
2021-02-23 18:34:19,Debate Club,Weapon,3,213,48,1,8,0,0,0
2021-02-23 18:34:19,Magic Guide,Weapon,3,214,49,1,8,0,0,0
2021-02-23 18:34:19,Magic Guide,Weapon,3,215,50,1,8,0,0,0
2021-02-23 18:34:19,Thrilling Tales of Dragon Slayers,Weapon,3,216,51,1,8,0,0,0
2021-02-23 18:34:19,Sacrificial Bow,Weapon,4,217,52,1,8,1,0,0
2021-02-23 18:34:19,Emerald Orb,Weapon,3,218,53,1,8,0,0,0
2021-02-23 18:34:19,Black Tassel,Weapon,3,219,54,1,8,0,0,0
2021-02-23 18:34:19,Black Tassel,Weapon,3,220,55,1,8,0,0,0
2021-02-23 18:34:25,Black Tassel,Weapon,3,221,56,1,8,0,0,0
2021-02-23 18:34:25,Ferrous Shadow,Weapon,3,222,57,1,8,0,0,0
2021-02-23 18:34:25,Debate Club,Weapon,3,223,58,1,8,0,0,0
2021-02-23 18:34:25,Sharpshooter's Oath,Weapon,3,224,59,1,8,0,0,0
2021-02-23 18:34:25,Lion's Roar,Weapon,4,225,60,1,8,1,0,0
2021-02-23 18:34:25,Debate Club,Weapon,3,226,61,1,8,0,0,0
2021-02-23 18:34:25,Thrilling Tales of Dragon Slayers,Weapon,3,227,62,1,8,0,0,0
2021-02-23 18:34:25,Thrilling Tales of Dragon Slayers,Weapon,3,228,63,1,8,0,0,0
2021-02-23 18:34:25,Cool Steel,Weapon,3,229,64,1,8,0,0,0
2021-02-23 18:34:25,Debate Club,Weapon,3,230,65,1,8,0,0,0
2021-02-23 18:34:31,Sharpshooter's Oath,Weapon,3,231,66,1,8,0,0,0
2021-02-23 18:34:31,Harbinger of Dawn,Weapon,3,232,67,1,8,0,0,0
2021-02-23 18:34:31,Staff of Homa,Weapon,5,233,68,1,8,1,1,0
2021-02-23 18:34:31,Lithic Spear,Weapon,4,234,1,1,8,1,0,0
2021-02-23 18:34:31,Lion's Roar,Weapon,4,235,2,1,8,1,0,0
2021-02-23 18:34:31,Skyrider Sword,Weapon,3,236,3,1,8,0,0,0
2021-02-23 18:34:31,Cool Steel,Weapon,3,237,4,1,8,0,0,0
2021-02-23 18:34:31,Sharpshooter's Oath,Weapon,3,238,5,1,8,0,0,0
2021-02-23 18:34:31,Raven Bow,Weapon,3,239,6,1,8,0,0,0
2021-02-23 18:34:31,Slingshot,Weapon,3,240,7,1,8,0,0,0
2020-11-10 22:54:11,Magic Guide,Weapon,3,1,1,2,3,0,0,0
2020-11-10 22:54:17,Debate Club,Weapon,3,2,2,2,3,0,0,0
2020-11-10 22:54:40,Thrilling Tales of Dragon Slayers,Weapon,3,3,3,2,3,0,0,0
2020-11-10 22:57:08,Rainslasher,Weapon,4,4,4,2,3,1,0,0
2020-11-10 22:57:25,Bloodtainted Greatsword,Weapon,3,5,5,2,3,0,0,0
2020-11-10 22:57:32,Harbinger of Dawn,Weapon,3,6,6,2,3,0,0,0
2020-11-11 01:55:53,Debate Club,Weapon,3,7,7,2,3,0,0,0
2020-11-11 01:56:04,Thrilling Tales of Dragon Slayers,Weapon,3,8,8,2,3,0,0,0
2020-11-11 01:56:12,Sharpshooter's Oath,Weapon,3,9,9,2,3,0,0,0
2020-11-11 01:56:16,Harbinger of Dawn,Weapon,3,10,10,2,3,0,0,0
2020-11-11 01:56:23,Cool Steel,Weapon,3,11,11,2,3,0,0,0
2020-11-11 01:56:30,The Flute,Weapon,4,12,12,2,3,1,0,0
2020-11-11 01:56:38,Magic Guide,Weapon,3,13,13,2,3,0,0,0
2020-11-11 01:56:44,Raven Bow,Weapon,3,14,14,2,3,0,0,0
2020-11-11 01:56:50,Thrilling Tales of Dragon Slayers,Weapon,3,15,15,2,3,0,0,0
2020-11-11 01:56:56,Sharpshooter's Oath,Weapon,3,16,16,2,3,0,0,0
2020-11-11 01:57:00,Harbinger of Dawn,Weapon,3,17,17,2,3,0,0,0
2020-11-11 01:57:07,Memory of Dust,Weapon,5,18,18,2,3,1,0,1
2020-11-11 02:12:57,Bloodtainted Greatsword,Weapon,3,19,1,2,3,0,0,0
2020-11-11 02:13:06,Bloodtainted Greatsword,Weapon,3,20,2,2,3,0,0,0
2020-11-11 02:13:12,Noelle,Character,4,21,3,2,3,0,0,0
2020-11-11 02:13:27,Sharpshooter's Oath,Weapon,3,22,4,2,3,0,0,0
2020-11-11 02:13:32,Sharpshooter's Oath,Weapon,3,23,5,2,3,0,0,0
2020-11-11 02:13:39,Sharpshooter's Oath,Weapon,3,24,6,2,3,0,0,0
2020-11-11 02:13:45,Black Tassel,Weapon,3,25,7,2,3,0,0,0
2020-11-11 02:13:52,Thrilling Tales of Dragon Slayers,Weapon,3,26,8,2,3,0,0,0
2020-11-11 02:13:59,Ferrous Shadow,Weapon,3,27,9,2,3,0,0,0
2020-11-11 02:14:06,Emerald Orb,Weapon,3,28,10,2,3,0,0,0
2020-11-11 02:14:13,The Flute,Weapon,4,29,11,2,3,1,0,0
2020-11-11 02:35:49,The Flute,Weapon,4,30,12,2,3,1,0,0
2020-11-11 02:35:58,Black Tassel,Weapon,3,31,13,2,3,0,0,0
2020-11-11 02:36:05,Black Tassel,Weapon,3,32,14,2,3,0,0,0
2020-11-11 02:36:25,Bloodtainted Greatsword,Weapon,3,33,15,2,3,0,0,0
2020-11-11 02:36:31,Raven Bow,Weapon,3,34,16,2,3,0,0,0
2020-11-11 02:36:38,Magic Guide,Weapon,3,35,17,2,3,0,0,0
2020-11-11 02:36:45,Slingshot,Weapon,3,36,18,2,3,0,0,0
2020-11-11 02:37:50,Skyrider Sword,Weapon,3,37,19,2,3,0,0,0
2020-11-11 02:37:57,The Flute,Weapon,4,38,20,2,3,1,0,0
2020-11-11 02:38:07,Thrilling Tales of Dragon Slayers,Weapon,3,39,21,2,3,0,0,0
2020-11-11 02:38:14,Sharpshooter's Oath,Weapon,3,40,22,2,3,0,0,0
2020-11-11 02:38:21,Harbinger of Dawn,Weapon,3,41,23,2,3,0,0,0
2020-11-11 02:38:28,Bloodtainted Greatsword,Weapon,3,42,24,2,3,0,0,0
2020-11-11 02:38:36,Black Tassel,Weapon,3,43,25,2,3,0,0,0
2020-11-11 02:38:43,Ferrous Shadow,Weapon,3,44,26,2,3,0,0,0
2020-11-11 02:38:49,Bloodtainted Greatsword,Weapon,3,45,27,2,3,0,0,0
2020-11-11 02:38:56,Thrilling Tales of Dragon Slayers,Weapon,3,46,28,2,3,0,0,0
2020-11-11 02:39:03,Xingqiu,Character,4,47,29,2,3,0,0,0
2020-11-11 02:39:13,Slingshot,Weapon,3,48,30,2,3,0,0,0
2020-11-11 02:39:20,Magic Guide,Weapon,3,49,31,2,3,0,0,0
2020-11-11 02:39:26,Thrilling Tales of Dragon Slayers,Weapon,3,50,32,2,3,0,0,0
2020-11-11 02:39:33,Ferrous Shadow,Weapon,3,51,33,2,3,0,0,0
2020-11-11 02:39:39,Thrilling Tales of Dragon Slayers,Weapon,3,52,34,2,3,0,0,0
2020-11-11 02:39:47,Sharpshooter's Oath,Weapon,3,53,35,2,3,0,0,0
2020-11-11 02:39:54,Harbinger of Dawn,Weapon,3,54,36,2,3,0,0,0
2020-11-11 02:40:30,Favonius Lance,Weapon,4,55,37,2,3,1,0,0
2020-11-11 04:08:04,Debate Club,Weapon,3,56,38,2,3,0,0,0
2020-11-11 04:08:11,Cool Steel,Weapon,3,57,39,2,3,0,0,0
2020-11-11 04:08:17,Debate Club,Weapon,3,58,40,2,3,0,0,0
2020-11-11 04:08:24,Sharpshooter's Oath,Weapon,3,59,41,2,3,0,0,0
2020-11-11 04:08:30,Slingshot,Weapon,3,60,42,2,3,0,0,0
2020-11-11 04:08:37,Debate Club,Weapon,3,61,43,2,3,0,0,0
2020-11-11 04:08:43,Magic Guide,Weapon,3,62,44,2,3,0,0,0
2020-11-11 04:08:50,Magic Guide,Weapon,3,63,45,2,3,0,0,0
2020-11-11 04:08:57,Favonius Lance,Weapon,4,64,46,2,3,1,0,0
2020-11-11 04:09:05,Debate Club,Weapon,3,65,47,2,3,0,0,0
2020-11-11 04:09:11,Skyrider Sword,Weapon,3,66,48,2,3,0,0,0
2020-11-11 04:09:18,Thrilling Tales of Dragon Slayers,Weapon,3,67,49,2,3,0,0,0
2020-11-11 04:09:25,Magic Guide,Weapon,3,68,50,2,3,0,0,0
2020-11-11 04:09:32,Bloodtainted Greatsword,Weapon,3,69,51,2,3,0,0,0
2020-11-11 04:09:39,Skyrider Sword,Weapon,3,70,52,2,3,0,0,0
2020-11-11 04:09:46,Ferrous Shadow,Weapon,3,71,53,2,3,0,0,0
2020-11-11 04:09:52,Rainslasher,Weapon,4,72,54,2,3,1,0,0
2020-11-11 04:10:01,Sucrose,Character,4,73,55,2,3,0,0,0
2020-11-11 04:10:11,Sharpshooter's Oath,Weapon,3,74,56,2,3,0,0,0
2020-11-11 04:10:18,Sharpshooter's Oath,Weapon,3,75,57,2,3,0,0,0
2020-11-11 04:10:24,Ferrous Shadow,Weapon,3,76,58,2,3,0,0,0
2020-11-11 04:10:31,Black Tassel,Weapon,3,77,59,2,3,0,0,0
2020-11-11 04:10:37,Cool Steel,Weapon,3,78,60,2,3,0,0,0
2020-11-11 04:10:51,Black Tassel,Weapon,3,79,61,2,3,0,0,0
2020-11-11 04:10:57,Primordial Jade Winged-Spear,Weapon,5,80,62,2,3,0,0,0
